"row","gene_id","percent_GC","length"
"23267","ENSG00000121064",45.28,28639
"23268","ENSG00000277858",62.44,590
"23269","ENSG00000288709",64.79,1706
"23270","ENSG00000183479",55.81,26114
"23271","ENSG00000258421",46.29,336
"23272","ENSG00000021645",39.46,1697918
"23273","ENSG00000262214",59.59,531
"23274","ENSG00000262573",51.64,1004
"23275","ENSG00000262896",50.47,966
"23276","ENSG00000262594",49.64,980
"23277","ENSG00000263263",50.27,1302
"23278","ENSG00000262946",61.71,524
"23279","ENSG00000262221",51.4,1038
"23280","ENSG00000263115",61.35,206
"23281","ENSG00000262542",52.05,1025
"23282","ENSG00000197214",43.75,879
"23283","ENSG00000228038",41.27,944
"23284","ENSG00000213612",51.38,830
"23285","ENSG00000252721",40.78,102
"23286","ENSG00000136943",43.13,126879
"23287","ENSG00000284152",52.38,62
"23288","ENSG00000208028",40.21,96
"23289","ENSG00000166987",57.85,9438
"23290","ENSG00000224341",57.31,1299
"23291","ENSG00000231270",50.81,981
"23292","ENSG00000199032",57.47,86
"23293","ENSG00000235483",41.53,1020
"23294","ENSG00000178057",64.14,3036
"23295","ENSG00000166398",44.94,101014
"23296","ENSG00000006756",48.88,25377
"23297","ENSG00000143195",42.39,79829
"23298","ENSG00000253586",38.09,2653
"23299","ENSG00000253829",44.22,1573
"23300","ENSG00000169499",46.53,72677
"23301","ENSG00000277848",49.26,356854
"23302","ENSG00000199454",48.74,118
"23303","ENSG00000239438",45.43,338
"23304","ENSG00000258723",47.75,3804
"23305","ENSG00000255947",50.96,1037
"23306","ENSG00000258719",39.19,2801
"23307","ENSG00000134780",57.51,66610
"23308","ENSG00000258478",41.85,9480
"23309","ENSG00000258829",38.35,2635
"23310","ENSG00000258419",36.46,1650
"23311","ENSG00000259106",38.54,21893
"23312","ENSG00000287118",38.18,4677
"23313","ENSG00000258637",38.49,129597
"23314","ENSG00000207089",42.99,106
"23315","ENSG00000270975",45.29,763
"23316","ENSG00000258565",45.11,2094
"23317","ENSG00000258967",47.67,299
"23318","ENSG00000232089",40.64,282
"23319","ENSG00000258531",53.61,262
"23320","ENSG00000229851",47.71,1177
"23321","ENSG00000165449",40.06,85238
"23322","ENSG00000205667",41.03,27565
"23323","ENSG00000274754",40.2,101
"23324","ENSG00000242293",49.06,158
"23325","ENSG00000275775",40.2,101
"23326","ENSG00000275574",52.67,280
"23327","ENSG00000226878",47.84,854
"23328","ENSG00000277626",53.69,56099
"23329","ENSG00000139990",40.67,102269
"23330","ENSG00000003436",36.6,101530
"23331","ENSG00000213096",41.42,96563
"23332","ENSG00000281144",49.37,1273
"23333","ENSG00000062096",40.73,71256
"23334","ENSG00000282385",45.74,679
"23335","ENSG00000290493",63.27,470
"23336","ENSG00000282291",43.86,12006
"23337","ENSG00000065809",43.19,256340
"23338","ENSG00000207605",59.78,91
"23339","ENSG00000163661",42.7,6783
"23340","ENSG00000286892",46.67,7801
"23341","ENSG00000188817",40.88,26345
"23342","ENSG00000239228",56.18,282
"23343","ENSG00000169495",45.86,14435
"23344","ENSG00000230249",47.35,696
"23345","ENSG00000163634",39.87,29998
"23346","ENSG00000226784",50.24,1689
"23347","ENSG00000187325",38.33,9902
"23348","ENSG00000196724",47.23,13520
"23349","ENSG00000162849",44.8,554447
"23350","ENSG00000166908",46.79,12244
"23351","ENSG00000134825",58.49,24301
"23352","ENSG00000169490",42.34,8016
"23353","ENSG00000263120",47.67,2355
"23354","ENSG00000277844",51.1,545
"23355","ENSG00000282280",41.85,3304
"23356","ENSG00000223592",34.7,6726
"23357","ENSG00000121057",49.96,36254
"23358","ENSG00000157399",45.89,34430
"23359","ENSG00000286283",46.32,610
"23360","ENSG00000285695",36.49,25315
"23361","ENSG00000266335",38.39,2664
"23362","ENSG00000171827",41.65,21067
"23363","ENSG00000187323",37.01,1195702
"23364","ENSG00000232824",56.37,407
"23365","ENSG00000067533",37.63,52690
"23366","ENSG00000271843",36.82,610
"23367","ENSG00000284108",59.7,66
"23368","ENSG00000240912",59.74,379
"23369","ENSG00000168496",48.87,4327
"23370","ENSG00000282257",38.43,941
"23371","ENSG00000240487",59.3,1623
"23372","ENSG00000275193",49.46,458
"23373","ENSG00000207199",36.23,68
"23374","ENSG00000181847",41.84,33375
"23375","ENSG00000197140",37.69,177927
"23376","ENSG00000228955",53.51,227
"23377","ENSG00000179443",53.47,949
"23378","ENSG00000236110",52.13,421
"23379","ENSG00000122707",39.23,87542
"23380","ENSG00000224702",45.41,2463
"23381","ENSG00000226915",50.34,583
"23382","ENSG00000271811",48.07,2044
"23383","ENSG00000226121",40.8,6820
"23384","ENSG00000224278",39.63,539
"23385","ENSG00000176720",58.28,22707
"23386","ENSG00000226486",33.61,131876
"23387","ENSG00000149485",50.81,29691
"23388","ENSG00000126246",57.9,3652
"23389","ENSG00000227687",51.95,640
"23390","ENSG00000262892",50.28,908
"23391","ENSG00000262634",39.41,19178
"23392","ENSG00000231814",41.85,27904
"23393","ENSG00000277007",40.63,2613
"23394","ENSG00000198062",37.08,31605
"23395","ENSG00000229016",34.32,710
"23396","ENSG00000178498",55.6,5182
"23397","ENSG00000152104",41.3,203749
"23398","ENSG00000259976",37.39,15213
"23399","ENSG00000284134",24.21,94
"23400","ENSG00000242290",37.71,83931
"23401","ENSG00000241295",38.15,3029
"23402","ENSG00000264623",34.57,80
"23403","ENSG00000239946",37.17,3400
"23404","ENSG00000136710",50.56,4766
"23405","ENSG00000240002",51.27,908
"23406","ENSG00000242767",35.66,2638
"23407","ENSG00000232282",35.5,937
"23408","ENSG00000244157",45.65,735
"23409","ENSG00000229954",35.17,1574
"23410","ENSG00000237300",38.79,842
"23411","ENSG00000240045",32.08,3456
"23412","ENSG00000242790",33.29,2988
"23413","ENSG00000239443",50.66,380
"23414","ENSG00000237628",32.27,597
"23415","ENSG00000267120",57.47,6180
"23416","ENSG00000228316",39.48,1164
"23417","ENSG00000206768",41.18,101
"23418","ENSG00000224471",37.07,320
"23419","ENSG00000276063",30.36,493
"23420","ENSG00000278587",41.77,157
"23421","ENSG00000258350",38.26,412
"23422","ENSG00000226056",36.21,1457
"23423","ENSG00000234886",33.12,3097
"23424","ENSG00000151090",38.87,378603
"23425","ENSG00000227649",31.06,482
"23426","ENSG00000229794",34.32,1083
"23427","ENSG00000092140",35.46,60906
"23428","ENSG00000161265",55.84,2981
"23429","ENSG00000202304",40.19,106
"23430","ENSG00000225046",49.3,212
"23431","ENSG00000102078",37.86,33473
"23432","ENSG00000236666",38.26,4042
"23433","ENSG00000280098",39.81,215
"23434","ENSG00000212216",43.93,106
"23435","ENSG00000273762",42.11,455
"23436","ENSG00000241838",57.79,1122
"23437","ENSG00000263872",30,89
"23438","ENSG00000242945",52.97,471
"23439","ENSG00000271127",37.32,3008
"23440","ENSG00000274381",52.63,284
"23441","ENSG00000211669",57.2,534
"23442","ENSG00000264350",39.82,225
"23443","ENSG00000282110",71.26,681
"23444","ENSG00000283613",39.42,11869
"23445","ENSG00000264564",39.23,129
"23446","ENSG00000166974",39.48,166542
"23447","ENSG00000226477",51.56,255
"23448","ENSG00000282085",33.22,604
"23449","ENSG00000211670",58.37,746
"23450","ENSG00000282443",41.13,11405
"23451","ENSG00000262132",42.02,118
"23452","ENSG00000278196",60.13,631
"23453","ENSG00000284049",64.58,95
"23454","ENSG00000237127",55.34,252
"23455","ENSG00000254077",50.18,270
"23456","ENSG00000253448",52,249
"23457","ENSG00000253234",55.23,276
"23458","ENSG00000226420",50,243
"23459","ENSG00000211672",53.5,528
"23460","ENSG00000240771",57.71,7065
"23461","ENSG00000253963",51.53,228
"23462","ENSG00000211673",59.04,690
"23463","ENSG00000264824",43.36,112
"23464","ENSG00000200084",45.24,83
"23465","ENSG00000254709",48.79,8331
"23466","ENSG00000232320",73.78,510
"23467","ENSG00000178773",60.33,21488
"23468","ENSG00000115840",40.21,216454
"23469","ENSG00000207635",59.84,121
"23470","ENSG00000283441",50.68,72
"23471","ENSG00000100991",42.92,90403
"23472","ENSG00000254996",38.97,147661
"23473","ENSG00000276730",46.75,76
"23474","ENSG00000159921",43.82,62601
"23475","ENSG00000211674",63.78,126
"23476","ENSG00000211675",58.26,459
"23477","ENSG00000211676",62.86,174
"23478","ENSG00000211677",57.36,461
"23479","ENSG00000211678",61.93,175
"23480","ENSG00000117650",39.5,16973
"23481","ENSG00000211679",57.14,461
"23482","ENSG00000211680",42.42,32
"23483","ENSG00000263089",47.7,4280
"23484","ENSG00000254029",55.24,247
"23485","ENSG00000255152",48.78,24831
"23486","ENSG00000254030",54.95,292
"23487","ENSG00000211682",54.29,69
"23488","ENSG00000222037",59.94,316
"23489","ENSG00000211684",63.04,45
"23490","ENSG00000153944",47.5,428838
"23491","ENSG00000211685",60.32,440
"23492","ENSG00000099977",54.25,9983
"23493","ENSG00000205155",49.79,1919
"23494","ENSG00000282429",36.99,683
"23495","ENSG00000282433",58.66,1286
"23496","ENSG00000289946",46.28,5837
"23497","ENSG00000262104",43.62,93
"23498","ENSG00000188223",52.97,8841
"23499","ENSG00000099899",63.28,5517
"23500","ENSG00000267796",54.65,6158
"23501","ENSG00000287908",55.43,10845
"23502","ENSG00000275734",45.8,13736
"23503","ENSG00000213107",53.96,1237
"23504","ENSG00000203724",40.5,4737
"23505","ENSG00000243056",55.77,1914
"23506","ENSG00000238171",37.01,29917
"23507","ENSG00000185324",55.37,15617
"23508","ENSG00000135454",56.64,9830
"23509","ENSG00000202150",40.38,103
"23510","ENSG00000286052",52.84,15556
"23511","ENSG00000004776",62.52,3513
"23512","ENSG00000124097",42.89,7407
"23513","ENSG00000124092",45.43,29686
"23514","ENSG00000225006",33.74,27927
"23515","ENSG00000283155",45.74,29680
"23516","ENSG00000223375",44.91,215
"23517","ENSG00000104903",62.1,4128
"23518","ENSG00000230714",32.75,1825
"23519","ENSG00000173726",41.52,19496
"23520","ENSG00000251453",40.87,831
"23521","ENSG00000079156",39.34,208412
"23522","ENSG00000131495",50.91,9031
"23523","ENSG00000266897",51.19,839
"23524","ENSG00000269651",46.08,2295
"23525","ENSG00000167775",58.36,6231
"23526","ENSG00000282852",44.07,176
"23527","ENSG00000152382",40.88,19754
"23528","ENSG00000280096",61.54,233
"23529","ENSG00000274400",38.03,475
"23530","ENSG00000186812",41.49,26103
"23531","ENSG00000258648",51.99,553
"23532","ENSG00000243855",46.17,391
"23533","ENSG00000256453",57.85,2782
"23534","ENSG00000274273",73.44,127
"23535","ENSG00000092108",36.13,115403
"23536","ENSG00000232100",37.29,15635
"23537","ENSG00000263310",46.06,22403
"23538","ENSG00000230547",41.76,636
"23539","ENSG00000167774",52.43,13096
"23540","ENSG00000232215",45.32,939
"23541","ENSG00000263322",36.18,3172
"23542","ENSG00000282112",75.98,203
"23543","ENSG00000267855",52.34,12607
"23544","ENSG00000135829",38.22,48635
"23545","ENSG00000262102",41.51,10398
"23546","ENSG00000243095",49.48,1163
"23547","ENSG00000253160",35.89,534
"23548","ENSG00000260838",33.98,3295
"23549","ENSG00000282220",38.85,7441
"23550","ENSG00000112855",45.87,7875
"23551","ENSG00000279612",41.48,1055
"23552","ENSG00000147601",36.99,39267
"23553","ENSG00000262280",55.63,2519
"23554","ENSG00000215283",44.53,1425
"23555","ENSG00000119414",42.35,43366
"23556","ENSG00000276114",41.43,4909
"23557","ENSG00000186814",42.35,39187
"23558","ENSG00000252743",46.6,102
"23559","ENSG00000204396",54.49,11738
"23560","ENSG00000222488",37,99
"23561","ENSG00000272254",33.64,436
"23562","ENSG00000137563",39.09,24526
"23563","ENSG00000233927",57.12,2182
"23564","ENSG00000284416",80,79
"23565","ENSG00000232630",46,936
"23566","ENSG00000282721",43.49,17254
"23567","ENSG00000289841",66.87,814
"23568","ENSG00000235332",51.41,1172
"23569","ENSG00000221968",57.37,18532
"23570","ENSG00000100401",53.25,41408
"23571","ENSG00000136933",46.49,33619
"23572","ENSG00000282205",56.8,2050
"23573","ENSG00000275760",60.06,10875
"23574","ENSG00000104218",38.01,134361
"23575","ENSG00000201555",46.07,88
"23576","ENSG00000207023",38.1,104
"23577","ENSG00000271986",55.9,287
"23578","ENSG00000223967",36.03,135
"23579","ENSG00000279989",47.15,472
"23580","ENSG00000180891",51.4,94169
"23581","ENSG00000274184",37.61,2020
"23582","ENSG00000268573",41.48,9334
"23583","ENSG00000213722",59.86,3579
"23584","ENSG00000274918",47.9,452
"23585","ENSG00000172466",39.64,13255
"23586","ENSG00000268884",49.1,1170
"23587","ENSG00000277269",41.43,139
"23588","ENSG00000278055",40.43,234
"23589","ENSG00000274500",43.43,98
"23590","ENSG00000270823",38.88,2633
"23591","ENSG00000199043",38.3,93
"23592","ENSG00000270953",40.77,622
"23593","ENSG00000276213",66.31,278
"23594","ENSG00000213188",64.98,807
"23595","ENSG00000167772",55.65,11081
"23596","ENSG00000270405",71.15,252
"23597","ENSG00000044574",44.15,6529
"23598","ENSG00000204894",47.78,89
"23599","ENSG00000241007",38.23,1142
"23600","ENSG00000253088",38.6,113
"23601","ENSG00000020219",57.11,1673
"23602","ENSG00000231139",45.51,300
"23603","ENSG00000225416",47.94,679
"23604","ENSG00000134717",41.13,34517
"23605","ENSG00000160917",53.24,18451
"23606","ENSG00000135452",51.31,12206
"23607","ENSG00000282841",38.15,4316
"23608","ENSG00000283107",52.58,465
"23609","ENSG00000186496",42.67,10643
"23610","ENSG00000292398",36,1188
"23611","ENSG00000292399",47.05,762
"23612","ENSG00000282606",44.75,40817
"23613","ENSG00000156384",37.96,4327
"23614","ENSG00000281949",42.64,930
"23615","ENSG00000282330",49.81,2071
"23616","ENSG00000282454",62.08,3409
"23617","ENSG00000281995",57.16,1556
"23618","ENSG00000275095",48.5,5003
"23619","ENSG00000281942",59.04,12550
"23620","ENSG00000282752",52.68,38215
"23621","ENSG00000280281",34.67,3584
"23622","ENSG00000140093",44.67,12808
"23623","ENSG00000147262",43.21,6225
"23624","ENSG00000271286",44,699
"23625","ENSG00000214593",49.19,245
"23626","ENSG00000224396",42.18,1220
"23627","ENSG00000200554",39.25,106
"23628","ENSG00000227845",49.77,441
"23629","ENSG00000201095",36.45,106
"23630","ENSG00000239683",50.3,671
"23631","ENSG00000231011",41.75,399
"23632","ENSG00000198408",41.92,34022
"23633","ENSG00000275512",36.64,2532
"23634","ENSG00000278642",50.84,178
"23635","ENSG00000274510",53.55,281
"23636","ENSG00000237019",35.9,70509
"23637","ENSG00000252313",44.44,134
"23638","ENSG00000267140",42.66,54069
"23639","ENSG00000225347",49.67,897
"23640","ENSG00000136451",40.94,16712
"23641","ENSG00000102174",39.58,462388
"23642","ENSG00000153391",42.29,45749
"23643","ENSG00000122729",41.71,70166
"23644","ENSG00000278180",55.48,1605
"23645","ENSG00000277594",39.57,33706
"23646","ENSG00000232341",45.87,1281
"23647","ENSG00000287676",38.89,2686
"23648","ENSG00000265390",28.57,90
"23649","ENSG00000236792",38.6,442
"23650","ENSG00000185236",59.05,14453
"23651","ENSG00000135446",53.24,8286
"23652","ENSG00000143207",36.3,262455
"23653","ENSG00000280233",74.53,580
"23654","ENSG00000170099",45.28,19141
"23655","ENSG00000266086",39.92,18208
"23656","ENSG00000158792",62.68,5348
"23657","ENSG00000136450",40.14,6427
"23658","ENSG00000075399",59.41,13764
"23659","ENSG00000197249",51.8,13946
"23660","ENSG00000279074",44.73,236
"23661","ENSG00000134042",44.16,30282
"23662","ENSG00000214892",39.84,3182
"23663","ENSG00000227939",53.53,1202
"23664","ENSG00000231402",49.42,1454
"23665","ENSG00000256166",39.15,7734
"23666","ENSG00000282658",58.75,1245
"23667","ENSG00000229836",64.22,734
"23668","ENSG00000277402",59.14,92
"23669","ENSG00000201658",41.12,106
"23670","ENSG00000273770",43.62,93
"23671","ENSG00000230994",57.9,600
"23672","ENSG00000223702",42.19,428
"23673","ENSG00000169714",42.65,16095
"23674","ENSG00000225851",50.23,214
"23675","ENSG00000237107",43.77,312
"23676","ENSG00000024048",39.11,129476
"23677","ENSG00000279827",68.09,1027
"23678","ENSG00000277892",68.25,62
"23679","ENSG00000285930",46.51,9950
"23680","ENSG00000133246",57.07,12584
"23681","ENSG00000167994",59.29,22968
"23682","ENSG00000264364",49,12123
"23683","ENSG00000228335",42.67,606
"23684","ENSG00000279207",36.67,5807
"23685","ENSG00000229590",61.97,772
"23686","ENSG00000241468",53.61,17711
"23687","ENSG00000121053",51.82,12448
"23688","ENSG00000133250",62.76,4489
"23689","ENSG00000278627",39.57,651
"23690","ENSG00000287337",42.18,14104
"23691","ENSG00000167117",46.21,6528
"23692","ENSG00000131165",57.58,16922
"23693","ENSG00000282632",45.75,3890
"23694","ENSG00000275153",60.14,10949
"23695","ENSG00000243678",52.09,6309
"23696","ENSG00000206848",36.45,106
"23697","ENSG00000112619",49.25,25999
"23698","ENSG00000213435",63.6,466
"23699","ENSG00000124659",54.36,1605
"23700","ENSG00000271765",40.53,300
"23701","ENSG00000272189",44.51,1893
"23702","ENSG00000212242",46.9,112
"23703","ENSG00000112357",38.37,91370
"23704","ENSG00000282475",51.63,8951
"23705","ENSG00000198556",47.74,30760
"23706","ENSG00000105467",54.85,12010
"23707","ENSG00000200898",40.19,106
"23708","ENSG00000273564",43.7,460021
"23709","ENSG00000124920",59.94,35882
"23710","ENSG00000083168",38.89,122515
"23711","ENSG00000283621",47.69,64
"23712","ENSG00000139266",55.49,5308
"23713","ENSG00000284355",54.23,283
"23714","ENSG00000284086",48.97,12014
"23715","ENSG00000105438",53.36,8976
"23716","ENSG00000270794",45.62,786
"23717","ENSG00000099399",49.11,4526
"23718","ENSG00000170054",46.26,16972
"23719","ENSG00000120289",43.14,2187
"23720","ENSG00000282190",42.32,2934
"23721","ENSG00000073792",42.56,181912
"23722","ENSG00000282368",67.84,3124
"23723","ENSG00000276940",45.25,304
"23724","ENSG00000037897",52.12,3648
"23725","ENSG00000282422",59.75,158
"23726","ENSG00000282696",35.95,152
"23727","ENSG00000102287",46.86,21556
"23728","ENSG00000276495",48.15,199040
"23729","ENSG00000105447",55.81,11181
"23730","ENSG00000270859",39.82,436
"23731","ENSG00000238224",45.84,372
"23732","ENSG00000281998",50.59,75025
"23733","ENSG00000237492",44.03,912
"23734","ENSG00000150681",33.95,27353
"23735","ENSG00000160908",47.92,30980
"23736","ENSG00000277042",46.48,9181
"23737","ENSG00000267233",45.93,1338
"23738","ENSG00000286406",34.59,20398
"23739","ENSG00000128262",60.62,1284
"23740","ENSG00000239689",42.65,543
"23741","ENSG00000201807",41.79,133
"23742","ENSG00000182747",57.5,3359
"23743","ENSG00000284128",57.45,6041
"23744","ENSG00000082212",38.58,75177
"23745","ENSG00000123427",48.38,11049
"23746","ENSG00000214025",42.76,745
"23747","ENSG00000150281",53.76,6933
"23748","ENSG00000283702",48.09,14540
"23749","ENSG00000213120",60.99,404
"23750","ENSG00000207247",43.14,101
"23751","ENSG00000197421",53.91,17398
"23752","ENSG00000155714",44.64,17251
"23753","ENSG00000204253",47.33,880
"23754","ENSG00000230350",46.88,287
"23755","ENSG00000225391",40.76,11069
"23756","ENSG00000273113",47.2,804
"23757","ENSG00000116906",41.78,36766
"23758","ENSG00000232409",48.3,322
"23759","ENSG00000242574",45.12,6399
"23760","ENSG00000286170",42.99,2039
"23761","ENSG00000271435",61.3,477
"23762","ENSG00000226946",39.96,1683
"23763","ENSG00000196758",52.18,7793
"23764","ENSG00000285697",36.9,3964
"23765","ENSG00000144476",50.01,14567
"23766","ENSG00000221909",44.01,12236
"23767","ENSG00000283832",49.11,12348
"23768","ENSG00000100068",54.68,53662
"23769","ENSG00000288389",55.67,1824
"23770","ENSG00000284451",42.99,106
"23771","ENSG00000283800",41.85,4630
"23772","ENSG00000277015",46.05,22402
"23773","ENSG00000120049",55.4,17946
"23774","ENSG00000257921",44.84,24894
"23775","ENSG00000197343",42.73,18047
"23776","ENSG00000293124",44.33,5537
"23777","ENSG00000277936",45.29,26112
"23778","ENSG00000168393",51.06,11197
"23779","ENSG00000290796",54.66,53959
"23780","ENSG00000103194",43.62,79936
"23781","ENSG00000166579",44.62,77280
"23782","ENSG00000123297",44.14,25310
"23783","ENSG00000146007",43.69,8006
"23784","ENSG00000182324",52.28,11406
"23785","ENSG00000165264",41.42,20183
"23786","ENSG00000284363",44.44,80
"23787","ENSG00000283751",41.18,84
"23788","ENSG00000102119",61.82,2301
"23789","ENSG00000282765",55.63,2519
"23790","ENSG00000248993",44.64,15758
"23791","ENSG00000268530",54.14,4345
"23792","ENSG00000282266",42.46,18393
"23793","ENSG00000204257",43.69,20481
"23794","ENSG00000268465",55.97,6594
"23795","ENSG00000165953",47.92,30570
"23796","ENSG00000287603",51.37,49601
"23797","ENSG00000088002",51.71,47253
"23798","ENSG00000282460",40.09,1301
"23799","ENSG00000250515",41.99,573
"23800","ENSG00000248106",31.32,711
"23801","ENSG00000204970",40.15,226211
"23802","ENSG00000232303",56.69,978
"23803","ENSG00000122728",46.61,6215
"23804","ENSG00000206145",56.04,2674
"23805","ENSG00000276349",60.15,10949
"23806","ENSG00000230516",41.27,1923
"23807","ENSG00000197549",51.51,4192
"23808","ENSG00000238001",50.22,457
"23809","ENSG00000197579",42.02,12042
"23810","ENSG00000225720",57.33,524
"23811","ENSG00000237438",42.6,2553
"23812","ENSG00000129484",42.3,14289
"23813","ENSG00000148400",63.46,51615
"23814","ENSG00000161133",47.7,13630
"23815","ENSG00000177202",60.12,972
"23816","ENSG00000234353",60.47,1747
"23817","ENSG00000283972",62.92,177
"23818","ENSG00000223553",53.28,23539
"23819","ENSG00000063177",55.98,3856
"23820","ENSG00000223837",58.47,654
"23821","ENSG00000217261",56.32,9009
"23822","ENSG00000183239",54.51,454
"23823","ENSG00000287562",48.32,4798
"23824","ENSG00000290982",60.92,1286
"23825","ENSG00000282124",45.88,17316
"23826","ENSG00000180992",46.14,14001
"23827","ENSG00000133475",53.87,17581
"23828","ENSG00000183169",60.54,1834
"23829","ENSG00000244627",38.24,22715
"23830","ENSG00000275176",41.28,324986
"23831","ENSG00000282038",35.95,152
"23832","ENSG00000276802",43.57,324863
"23833","ENSG00000125484",42.28,24918
"23834","ENSG00000129152",63.8,2565
"23835","ENSG00000137216",54.28,28605
"23836","ENSG00000147234",45.66,155603
"23837","ENSG00000227459",48.7,5141
"23838","ENSG00000228380",55.77,614
"23839","ENSG00000224967",46.41,764
"23840","ENSG00000213081",61.03,738
"23841","ENSG00000129159",48.8,122030
"23842","ENSG00000230548",37.08,1353
"23843","ENSG00000182841",57.85,7268
"23844","ENSG00000165695",47.94,153199
"23845","ENSG00000228064",37.34,20968
"23846","ENSG00000092969",42.03,99283
"23847","ENSG00000221823",37.41,77380
"23848","ENSG00000129673",53.01,16766
"23849","ENSG00000166455",43.5,23770
"23850","ENSG00000230146",49.66,1175
"23851","ENSG00000274655",44.12,67
"23852","ENSG00000277577",49.21,125
"23853","ENSG00000278039",51.76,84
"23854","ENSG00000182707",50.88,567
"23855","ENSG00000204969",40.11,217495
"23856","ENSG00000274430",50.37,134
"23857","ENSG00000276784",43.48,68
"23858","ENSG00000271199",41.61,11426
"23859","ENSG00000203397",59.61,509
"23860","ENSG00000223650",42.52,2386
"23861","ENSG00000232928",45.92,10911
"23862","ENSG00000282006",59.49,157
"23863","ENSG00000282073",35.95,152
"23864","ENSG00000282145",41.39,3865
"23865","ENSG00000169668",59.03,3829
"23866","ENSG00000282224",35.95,152
"23867","ENSG00000282479",56.22,2162
"23868","ENSG00000277090",49.11,13360
"23869","ENSG00000280375",43.24,591
"23870","ENSG00000255408",40.07,211319
"23871","ENSG00000230986",36.04,110
"23872","ENSG00000184319",49.89,468
"23873","ENSG00000224430",50.44,1466
"23874","ENSG00000226287",69.85,2483
"23875","ENSG00000196459",42.18,22391
"23876","ENSG00000204965",40.23,190743
"23877","ENSG00000007392",47.33,40494
"23878","ENSG00000256947",44.22,145955
"23879","ENSG00000224992",54.57,1247
"23880","ENSG00000255663",38.5,43250
"23881","ENSG00000165698",53.54,12174
"23882","ENSG00000288091",36.06,48560
"23883","ENSG00000100058",51.18,3969
"23884","ENSG00000270335",43.75,1791
"23885","ENSG00000270039",37.89,577
"23886","ENSG00000081842",40.2,184389
"23887","ENSG00000177855",39.68,677
"23888","ENSG00000206749",40.19,106
"23889","ENSG00000076043",39.48,10844
"23890","ENSG00000269903",49.88,432
"23891","ENSG00000229899",39.57,373
"23892","ENSG00000207492",38.32,106
"23893","ENSG00000184898",42.67,13923
"23894","ENSG00000257680",41.86,1086
"23895","ENSG00000198740",41.52,73267
"23896","ENSG00000266923",38.73,62149
"23897","ENSG00000258262",44.97,864
"23898","ENSG00000240721",39.63,5934
"23899","ENSG00000174255",41.82,2947
"23900","ENSG00000263816",41.54,64
"23901","ENSG00000234907",37.58,156
"23902","ENSG00000238558",38.71,61
"23903","ENSG00000196205",48.31,1388
"23904","ENSG00000165805",35.94,54002
"23905","ENSG00000252995",44.12,101
"23906","ENSG00000165702",49.15,47687
"23907","ENSG00000259548",46.83,1088
"23908","ENSG00000128294",48.49,74721
"23909","ENSG00000136371",40.35,63794
"23910","ENSG00000163660",37.3,14252
"23911","ENSG00000157181",35.17,45540
"23912","ENSG00000067066",39.21,129664
"23913","ENSG00000261229",40.63,757
"23914","ENSG00000259332",40.68,78604
"23915","ENSG00000167716",57.66,22076
"23916","ENSG00000279394",39.51,2259
"23917","ENSG00000286813",41.07,2193
"23918","ENSG00000282779",31.86,225
"23919","ENSG00000278600",41.18,2260
"23920","ENSG00000282567",46.99,4372
"23921","ENSG00000277361",43.17,228216
"23922","ENSG00000288604",68.48,348
"23923","ENSG00000259770",50.14,1080
"23924","ENSG00000271364",46.51,1573
"23925","ENSG00000279705",40.1,1550
"23926","ENSG00000266201",47.22,611
"23927","ENSG00000275460",56.54,259
"23928","ENSG00000140379",38.47,10304
"23929","ENSG00000266003",39.42,1346
"23930","ENSG00000265402",38.77,471
"23931","ENSG00000266495",50.96,3190
"23932","ENSG00000101782",41.69,33316
"23933","ENSG00000204963",40.11,178099
"23934","ENSG00000226912",58.26,447
"23935","ENSG00000278404",69.63,134
"23936","ENSG00000277941",59.73,148
"23937","ENSG00000284563",54.23,283
"23938","ENSG00000063176",56.78,11426
"23939","ENSG00000272647",43.2,49115
"23940","ENSG00000275942",55.29,84
"23941","ENSG00000284511",48.12,13818
"23942","ENSG00000133641",36.21,16314
"23943","ENSG00000276991",54.64,376
"23944","ENSG00000237439",51.08,923
"23945","ENSG00000234479",59.16,190
"23946","ENSG00000244219",50.04,12778
"23947","ENSG00000232707",49.06,105
"23948","ENSG00000204962",40.02,171160
"23949","ENSG00000277017",42.22,4248
"23950","ENSG00000274252",61.94,1817
"23951","ENSG00000275332",45.5,432
"23952","ENSG00000274383",41.92,519
"23953","ENSG00000232801",39.73,890
"23954","ENSG00000204961",39.95,164575
"23955","ENSG00000275319",50.95,315
"23956","ENSG00000189145",46.17,404
"23957","ENSG00000090487",44.04,27288
"23958","ENSG00000216866",60.82,882
"23959","ENSG00000277690",38.72,469
"23960","ENSG00000287549",43.57,20879
"23961","ENSG00000274602",56.77,14793
"23962","ENSG00000237931",42.82,751
"23963","ENSG00000225839",44.63,50912
"23964","ENSG00000133943",46.93,165299
"23965","ENSG00000126950",44.15,17488
"23966","ENSG00000283921",31.16,137
"23967","ENSG00000250120",39.83,156464
"23968","ENSG00000284986",40.52,20922
"23969","ENSG00000170122",59.72,2186
"23970","ENSG00000250762",49.29,350
"23971","ENSG00000102384",40.6,67938
"23972","ENSG00000076258",40.13,27901
"23973","ENSG00000137225",51.57,25590
"23974","ENSG00000238966",36.11,71
"23975","ENSG00000244235",44.7,518
"23976","ENSG00000197037",48.45,15462
"23977","ENSG00000148356",51.44,52010
"23978","ENSG00000253135",56.09,475
"23979","ENSG00000104368",48.7,32991
