"gene_id","control_mean"
"ENSG00000255587","ENSG00000255587",1.7
"ENSG00000255595","ENSG00000255595",91.1666666666667
"ENSG00000255599","ENSG00000255599",0
"ENSG00000255605","ENSG00000255605",0.0333333333333333
"ENSG00000255606","ENSG00000255606",0.2
"ENSG00000255608","ENSG00000255608",9.36666666666667
"ENSG00000255618","ENSG00000255618",4.03333333333333
"ENSG00000255621","ENSG00000255621",6.26666666666667
"ENSG00000255622","ENSG00000255622",92.4333333333333
"ENSG00000255624","ENSG00000255624",10.8333333333333
"ENSG00000255627","ENSG00000255627",0.0666666666666667
"ENSG00000255628","ENSG00000255628",0
"ENSG00000255629","ENSG00000255629",0.166666666666667
"ENSG00000255633","ENSG00000255633",0
"ENSG00000255639","ENSG00000255639",50.5666666666667
"ENSG00000255641","ENSG00000255641",11.9666666666667
"ENSG00000255642","ENSG00000255642",55.3
"ENSG00000255644","ENSG00000255644",0.3
"ENSG00000255647","ENSG00000255647",4.96666666666667
"ENSG00000255648","ENSG00000255648",0
"ENSG00000255649","ENSG00000255649",0.266666666666667
"ENSG00000255650","ENSG00000255650",18.9
"ENSG00000255652","ENSG00000255652",7.6
"ENSG00000255653","ENSG00000255653",0.2
"ENSG00000255655","ENSG00000255655",0.733333333333333
"ENSG00000255660","ENSG00000255660",0.0333333333333333
"ENSG00000255663","ENSG00000255663",4.7
"ENSG00000255664","ENSG00000255664",0
"ENSG00000255666","ENSG00000255666",17.7333333333333
"ENSG00000255669","ENSG00000255669",1.86666666666667
"ENSG00000255670","ENSG00000255670",17.8333333333333
"ENSG00000255671","ENSG00000255671",0.433333333333333
"ENSG00000255672","ENSG00000255672",0.566666666666667
"ENSG00000255679","ENSG00000255679",0
"ENSG00000255680","ENSG00000255680",0.166666666666667
"ENSG00000255686","ENSG00000255686",0
"ENSG00000255689","ENSG00000255689",0
"ENSG00000255690","ENSG00000255690",1428.3
"ENSG00000255692","ENSG00000255692",2.23333333333333
"ENSG00000255693","ENSG00000255693",77.9666666666667
"ENSG00000255700","ENSG00000255700",0.166666666666667
"ENSG00000255703","ENSG00000255703",0.5
"ENSG00000255704","ENSG00000255704",0
"ENSG00000255710","ENSG00000255710",35.5666666666667
"ENSG00000255713","ENSG00000255713",0.433333333333333
"ENSG00000255714","ENSG00000255714",0
"ENSG00000255717","ENSG00000255717",348.4
"ENSG00000255723","ENSG00000255723",0.3
"ENSG00000255725","ENSG00000255725",0.733333333333333
"ENSG00000255726","ENSG00000255726",0
"ENSG00000255727","ENSG00000255727",0.2
"ENSG00000255730","ENSG00000255730",2.73333333333333
"ENSG00000255733","ENSG00000255733",6.5
"ENSG00000255734","ENSG00000255734",0.866666666666667
"ENSG00000255737","ENSG00000255737",39.5666666666667
"ENSG00000255741","ENSG00000255741",2.2
"ENSG00000255745","ENSG00000255745",0.1
"ENSG00000255746","ENSG00000255746",1.7
"ENSG00000255749","ENSG00000255749",0
"ENSG00000255750","ENSG00000255750",15.6
"ENSG00000255753","ENSG00000255753",0.1
"ENSG00000255757","ENSG00000255757",0.566666666666667
"ENSG00000255760","ENSG00000255760",1.36666666666667
"ENSG00000255763","ENSG00000255763",0
"ENSG00000255769","ENSG00000255769",39.5
"ENSG00000255772","ENSG00000255772",0.0666666666666667
"ENSG00000255774","ENSG00000255774",0.133333333333333
"ENSG00000255775","ENSG00000255775",2.83333333333333
"ENSG00000255776","ENSG00000255776",6.03333333333333
"ENSG00000255780","ENSG00000255780",1.16666666666667
"ENSG00000255786","ENSG00000255786",4.06666666666667
"ENSG00000255790","ENSG00000255790",3.8
"ENSG00000255794","ENSG00000255794",997.566666666667
"ENSG00000255801","ENSG00000255801",0
"ENSG00000255804","ENSG00000255804",8.06666666666667
"ENSG00000255807","ENSG00000255807",0.6
"ENSG00000255808","ENSG00000255808",2.1
"ENSG00000255811","ENSG00000255811",0.3
"ENSG00000255814","ENSG00000255814",0
"ENSG00000255815","ENSG00000255815",2.46666666666667
"ENSG00000255817","ENSG00000255817",5.43333333333333
"ENSG00000255819","ENSG00000255819",3.53333333333333
"ENSG00000255823","ENSG00000255823",33.2
"ENSG00000255825","ENSG00000255825",3.66666666666667
"ENSG00000255829","ENSG00000255829",0.433333333333333
"ENSG00000255830","ENSG00000255830",0
"ENSG00000255833","ENSG00000255833",1.33333333333333
"ENSG00000255835","ENSG00000255835",1.23333333333333
"ENSG00000255836","ENSG00000255836",3.1
"ENSG00000255837","ENSG00000255837",54.4
"ENSG00000255838","ENSG00000255838",4.2
"ENSG00000255839","ENSG00000255839",2.1
"ENSG00000255843","ENSG00000255843",2.1
"ENSG00000255845","ENSG00000255845",0.0333333333333333
"ENSG00000255847","ENSG00000255847",4.16666666666667
"ENSG00000255850","ENSG00000255850",3.73333333333333
"ENSG00000255851","ENSG00000255851",0.0666666666666667
"ENSG00000255853","ENSG00000255853",7.86666666666667
"ENSG00000255855","ENSG00000255855",0.4
"ENSG00000255856","ENSG00000255856",2.66666666666667
"ENSG00000255857","ENSG00000255857",92.8333333333333
"ENSG00000255858","ENSG00000255858",0.866666666666667
"ENSG00000255860","ENSG00000255860",0.166666666666667
"ENSG00000255866","ENSG00000255866",0.0333333333333333
"ENSG00000255867","ENSG00000255867",13.8333333333333
"ENSG00000255870","ENSG00000255870",0.0666666666666667
"ENSG00000255871","ENSG00000255871",1.13333333333333
"ENSG00000255872","ENSG00000255872",12.8
"ENSG00000255874","ENSG00000255874",19.5
"ENSG00000255875","ENSG00000255875",14.7
"ENSG00000255882","ENSG00000255882",1.2
"ENSG00000255883","ENSG00000255883",0.166666666666667
"ENSG00000255885","ENSG00000255885",0.0666666666666667
"ENSG00000255886","ENSG00000255886",0.633333333333333
"ENSG00000255892","ENSG00000255892",0.3
"ENSG00000255893","ENSG00000255893",21
"ENSG00000255899","ENSG00000255899",0
"ENSG00000255900","ENSG00000255900",0.0333333333333333
"ENSG00000255903","ENSG00000255903",0
"ENSG00000255909","ENSG00000255909",0.0333333333333333
"ENSG00000255910","ENSG00000255910",26.0666666666667
"ENSG00000255916","ENSG00000255916",5.26666666666667
"ENSG00000255919","ENSG00000255919",0
"ENSG00000255920","ENSG00000255920",60.1666666666667
"ENSG00000255921","ENSG00000255921",0.0666666666666667
"ENSG00000255923","ENSG00000255923",0.0666666666666667
"ENSG00000255928","ENSG00000255928",0.0333333333333333
"ENSG00000255929","ENSG00000255929",13.2333333333333
"ENSG00000255931","ENSG00000255931",27.3
"ENSG00000255933","ENSG00000255933",12.5333333333333
"ENSG00000255944","ENSG00000255944",0
"ENSG00000255945","ENSG00000255945",0.2
"ENSG00000255946","ENSG00000255946",0.866666666666667
"ENSG00000255947","ENSG00000255947",0
"ENSG00000255949","ENSG00000255949",0.266666666666667
"ENSG00000255951","ENSG00000255951",0.8
"ENSG00000255958","ENSG00000255958",0
"ENSG00000255959","ENSG00000255959",2.26666666666667
"ENSG00000255960","ENSG00000255960",0.266666666666667
"ENSG00000255964","ENSG00000255964",12.3333333333333
"ENSG00000255965","ENSG00000255965",1.33333333333333
"ENSG00000255966","ENSG00000255966",6.76666666666667
"ENSG00000255967","ENSG00000255967",1.26666666666667
"ENSG00000255968","ENSG00000255968",5.5
"ENSG00000255970","ENSG00000255970",3.26666666666667
"ENSG00000255972","ENSG00000255972",0
"ENSG00000255973","ENSG00000255973",1.13333333333333
"ENSG00000255974","ENSG00000255974",34.5666666666667
"ENSG00000255976","ENSG00000255976",0.0333333333333333
"ENSG00000255977","ENSG00000255977",0.0666666666666667
"ENSG00000255980","ENSG00000255980",12.0333333333333
"ENSG00000255982","ENSG00000255982",2.73333333333333
"ENSG00000255983","ENSG00000255983",0.2
"ENSG00000255986","ENSG00000255986",3.96666666666667
"ENSG00000255987","ENSG00000255987",4.33333333333333
"ENSG00000255988","ENSG00000255988",0.0666666666666667
"ENSG00000255991","ENSG00000255991",3.06666666666667
"ENSG00000255992","ENSG00000255992",2
"ENSG00000255993","ENSG00000255993",0.6
"ENSG00000255995","ENSG00000255995",0
"ENSG00000255996","ENSG00000255996",0.133333333333333
"ENSG00000255998","ENSG00000255998",0.833333333333333
"ENSG00000256001","ENSG00000256001",18.9666666666667
"ENSG00000256004","ENSG00000256004",0.1
"ENSG00000256006","ENSG00000256006",0.4
"ENSG00000256007","ENSG00000256007",0
"ENSG00000256008","ENSG00000256008",36.4666666666667
"ENSG00000256011","ENSG00000256011",0.0333333333333333
"ENSG00000256013","ENSG00000256013",20.1333333333333
"ENSG00000256019","ENSG00000256019",18.0666666666667
"ENSG00000256020","ENSG00000256020",1.93333333333333
"ENSG00000256021","ENSG00000256021",2.53333333333333
"ENSG00000256022","ENSG00000256022",0.833333333333333
"ENSG00000256025","ENSG00000256025",79
"ENSG00000256028","ENSG00000256028",184.833333333333
"ENSG00000256029","ENSG00000256029",167.533333333333
"ENSG00000256030","ENSG00000256030",11.6333333333333
"ENSG00000256034","ENSG00000256034",0.1
"ENSG00000256035","ENSG00000256035",0.0333333333333333
"ENSG00000256037","ENSG00000256037",0.5
"ENSG00000256039","ENSG00000256039",3.7
"ENSG00000256040","ENSG00000256040",25.8666666666667
"ENSG00000256041","ENSG00000256041",2.73333333333333
"ENSG00000256043","ENSG00000256043",325.166666666667
"ENSG00000256044","ENSG00000256044",0
"ENSG00000256045","ENSG00000256045",0
"ENSG00000256053","ENSG00000256053",160.4
"ENSG00000256056","ENSG00000256056",13.1666666666667
"ENSG00000256060","ENSG00000256060",38.4
"ENSG00000256061","ENSG00000256061",32.3333333333333
"ENSG00000256064","ENSG00000256064",2.03333333333333
"ENSG00000256069","ENSG00000256069",7.86666666666667
"ENSG00000256070","ENSG00000256070",3.2
"ENSG00000256071","ENSG00000256071",3.93333333333333
"ENSG00000256072","ENSG00000256072",0.1
"ENSG00000256073","ENSG00000256073",41.5
"ENSG00000256075","ENSG00000256075",0.133333333333333
"ENSG00000256077","ENSG00000256077",0.0333333333333333
"ENSG00000256079","ENSG00000256079",0.433333333333333
"ENSG00000256081","ENSG00000256081",0.1
"ENSG00000256083","ENSG00000256083",0
"ENSG00000256084","ENSG00000256084",0.2
"ENSG00000256085","ENSG00000256085",16.2666666666667
"ENSG00000256087","ENSG00000256087",326.6
"ENSG00000256091","ENSG00000256091",11.6333333333333
"ENSG00000256092","ENSG00000256092",27.6333333333333
"ENSG00000256093","ENSG00000256093",0.0333333333333333
"ENSG00000256098","ENSG00000256098",0.5
"ENSG00000256100","ENSG00000256100",0
"ENSG00000256101","ENSG00000256101",6.46666666666667
"ENSG00000256103","ENSG00000256103",0
"ENSG00000256108","ENSG00000256108",4.26666666666667
"ENSG00000256115","ENSG00000256115",0.266666666666667
"ENSG00000256116","ENSG00000256116",10.7666666666667
"ENSG00000256120","ENSG00000256120",31.6666666666667
"ENSG00000256124","ENSG00000256124",54.7666666666667
"ENSG00000256125","ENSG00000256125",1.23333333333333
"ENSG00000256128","ENSG00000256128",3.66666666666667
"ENSG00000256134","ENSG00000256134",10.6666666666667
"ENSG00000256136","ENSG00000256136",0
"ENSG00000256137","ENSG00000256137",1.03333333333333
"ENSG00000256138","ENSG00000256138",0.0666666666666667
"ENSG00000256139","ENSG00000256139",13.9333333333333
"ENSG00000256146","ENSG00000256146",0.633333333333333
"ENSG00000256148","ENSG00000256148",0.266666666666667
"ENSG00000256149","ENSG00000256149",0.0666666666666667
"ENSG00000256150","ENSG00000256150",1.4
"ENSG00000256151","ENSG00000256151",6.1
"ENSG00000256152","ENSG00000256152",1.4
"ENSG00000256155","ENSG00000256155",0.5
"ENSG00000256157","ENSG00000256157",0
"ENSG00000256159","ENSG00000256159",9.3
"ENSG00000256162","ENSG00000256162",46.4333333333333
"ENSG00000256166","ENSG00000256166",0
"ENSG00000256167","ENSG00000256167",7.96666666666667
"ENSG00000256171","ENSG00000256171",0.133333333333333
"ENSG00000256172","ENSG00000256172",0.0333333333333333
"ENSG00000256176","ENSG00000256176",0.233333333333333
"ENSG00000256181","ENSG00000256181",6.63333333333333
"ENSG00000256185","ENSG00000256185",0
"ENSG00000256188","ENSG00000256188",102.233333333333
"ENSG00000256189","ENSG00000256189",3
"ENSG00000256192","ENSG00000256192",3.96666666666667
"ENSG00000256193","ENSG00000256193",98.4
"ENSG00000256195","ENSG00000256195",2.13333333333333
"ENSG00000256196","ENSG00000256196",24.8333333333333
"ENSG00000256197","ENSG00000256197",2.93333333333333
"ENSG00000256199","ENSG00000256199",0.1
"ENSG00000256204","ENSG00000256204",0.566666666666667
"ENSG00000256206","ENSG00000256206",1.2
"ENSG00000256209","ENSG00000256209",1.56666666666667
"ENSG00000256210","ENSG00000256210",0.566666666666667
"ENSG00000256211","ENSG00000256211",0.2
"ENSG00000256218","ENSG00000256218",0.266666666666667
"ENSG00000256220","ENSG00000256220",0.0666666666666667
"ENSG00000256221","ENSG00000256221",0.3
"ENSG00000256222","ENSG00000256222",8.93333333333333
"ENSG00000256223","ENSG00000256223",310.466666666667
"ENSG00000256226","ENSG00000256226",0.3
"ENSG00000256229","ENSG00000256229",115
"ENSG00000256232","ENSG00000256232",0.2
"ENSG00000256234","ENSG00000256234",2.63333333333333
"ENSG00000256235","ENSG00000256235",147.433333333333
"ENSG00000256237","ENSG00000256237",0.133333333333333
"ENSG00000256238","ENSG00000256238",25.1666666666667
"ENSG00000256243","ENSG00000256243",2.23333333333333
"ENSG00000256249","ENSG00000256249",0.866666666666667
"ENSG00000256250","ENSG00000256250",12.4
"ENSG00000256254","ENSG00000256254",0
"ENSG00000256256","ENSG00000256256",0
"ENSG00000256257","ENSG00000256257",0.466666666666667
"ENSG00000256258","ENSG00000256258",1.16666666666667
"ENSG00000256259","ENSG00000256259",0
"ENSG00000256262","ENSG00000256262",8.46666666666667
"ENSG00000256263","ENSG00000256263",0.0333333333333333
"ENSG00000256268","ENSG00000256268",3.3
"ENSG00000256269","ENSG00000256269",117.7
"ENSG00000256271","ENSG00000256271",8.13333333333333
"ENSG00000256273","ENSG00000256273",0.2
"ENSG00000256274","ENSG00000256274",28.1666666666667
"ENSG00000256278","ENSG00000256278",6.7
"ENSG00000256280","ENSG00000256280",0.366666666666667
"ENSG00000256281","ENSG00000256281",0
"ENSG00000256282","ENSG00000256282",22.9666666666667
"ENSG00000256283","ENSG00000256283",0.0666666666666667
"ENSG00000256285","ENSG00000256285",0.1
"ENSG00000256286","ENSG00000256286",0.0666666666666667
"ENSG00000256287","ENSG00000256287",2
"ENSG00000256288","ENSG00000256288",0.7
"ENSG00000256292","ENSG00000256292",0.0666666666666667
"ENSG00000256293","ENSG00000256293",3.83333333333333
"ENSG00000256294","ENSG00000256294",144.733333333333
"ENSG00000256298","ENSG00000256298",0
"ENSG00000256299","ENSG00000256299",2.03333333333333
"ENSG00000256306","ENSG00000256306",0.466666666666667
"ENSG00000256310","ENSG00000256310",1.6
"ENSG00000256311","ENSG00000256311",0.0333333333333333
"ENSG00000256312","ENSG00000256312",1.03333333333333
"ENSG00000256314","ENSG00000256314",1.33333333333333
"ENSG00000256315","ENSG00000256315",55.8
"ENSG00000256321","ENSG00000256321",4.76666666666667
"ENSG00000256325","ENSG00000256325",1.36666666666667
"ENSG00000256331","ENSG00000256331",0.433333333333333
"ENSG00000256338","ENSG00000256338",17.9666666666667
"ENSG00000256339","ENSG00000256339",0.333333333333333
"ENSG00000256340","ENSG00000256340",15.8666666666667
"ENSG00000256341","ENSG00000256341",0
"ENSG00000256343","ENSG00000256343",26.7666666666667
"ENSG00000256346","ENSG00000256346",0
"ENSG00000256347","ENSG00000256347",0.133333333333333
"ENSG00000256349","ENSG00000256349",3.03333333333333
"ENSG00000256350","ENSG00000256350",0
"ENSG00000256351","ENSG00000256351",2.3
"ENSG00000256353","ENSG00000256353",0
"ENSG00000256355","ENSG00000256355",0.166666666666667
"ENSG00000256356","ENSG00000256356",2.63333333333333
"ENSG00000256357","ENSG00000256357",0
"ENSG00000256358","ENSG00000256358",0.0333333333333333
"ENSG00000256361","ENSG00000256361",4.96666666666667
"ENSG00000256362","ENSG00000256362",0
"ENSG00000256364","ENSG00000256364",5.53333333333333
"ENSG00000256371","ENSG00000256371",1.6
"ENSG00000256372","ENSG00000256372",0
"ENSG00000256374","ENSG00000256374",0.133333333333333
"ENSG00000256377","ENSG00000256377",3.2
"ENSG00000256378","ENSG00000256378",0.1
"ENSG00000256379","ENSG00000256379",0
"ENSG00000256381","ENSG00000256381",1.7
"ENSG00000256385","ENSG00000256385",0.233333333333333
"ENSG00000256389","ENSG00000256389",0.233333333333333
"ENSG00000256393","ENSG00000256393",0
"ENSG00000256394","ENSG00000256394",0.666666666666667
"ENSG00000256399","ENSG00000256399",23.7333333333333
"ENSG00000256400","ENSG00000256400",0
"ENSG00000256403","ENSG00000256403",0.5
"ENSG00000256407","ENSG00000256407",13.6666666666667
"ENSG00000256417","ENSG00000256417",0.733333333333333
"ENSG00000256420","ENSG00000256420",15.3
"ENSG00000256422","ENSG00000256422",57.7666666666667
"ENSG00000256424","ENSG00000256424",4.66666666666667
"ENSG00000256427","ENSG00000256427",16.9666666666667
"ENSG00000256433","ENSG00000256433",7.13333333333333
"ENSG00000256436","ENSG00000256436",53.6
"ENSG00000256440","ENSG00000256440",0
"ENSG00000256441","ENSG00000256441",0
"ENSG00000256442","ENSG00000256442",0.3
"ENSG00000256443","ENSG00000256443",249.366666666667
"ENSG00000256448","ENSG00000256448",0.366666666666667
"ENSG00000256450","ENSG00000256450",6.6
"ENSG00000256452","ENSG00000256452",0.166666666666667
"ENSG00000256453","ENSG00000256453",14.0333333333333
"ENSG00000256458","ENSG00000256458",3.73333333333333
"ENSG00000256462","ENSG00000256462",0.3
"ENSG00000256463","ENSG00000256463",531.933333333333
"ENSG00000256464","ENSG00000256464",8.26666666666667
"ENSG00000256465","ENSG00000256465",0
"ENSG00000256469","ENSG00000256469",0
"ENSG00000256473","ENSG00000256473",2.63333333333333
"ENSG00000256474","ENSG00000256474",0
"ENSG00000256480","ENSG00000256480",0.0333333333333333
"ENSG00000256481","ENSG00000256481",11.2333333333333
"ENSG00000256482","ENSG00000256482",1.56666666666667
"ENSG00000256484","ENSG00000256484",0
"ENSG00000256494","ENSG00000256494",6.53333333333333
"ENSG00000256496","ENSG00000256496",0
"ENSG00000256499","ENSG00000256499",2.1
"ENSG00000256500","ENSG00000256500",83.2666666666667
"ENSG00000256502","ENSG00000256502",0
"ENSG00000256504","ENSG00000256504",0.0666666666666667
"ENSG00000256508","ENSG00000256508",1.26666666666667
"ENSG00000256512","ENSG00000256512",0.1
"ENSG00000256513","ENSG00000256513",0.0333333333333333
"ENSG00000256514","ENSG00000256514",7.2
"ENSG00000256518","ENSG00000256518",0
"ENSG00000256525","ENSG00000256525",157.1
"ENSG00000256533","ENSG00000256533",34.5333333333333
"ENSG00000256537","ENSG00000256537",517.133333333333
"ENSG00000256538","ENSG00000256538",7.76666666666667
"ENSG00000256540","ENSG00000256540",29.6333333333333
"ENSG00000256542","ENSG00000256542",77.8333333333333
"ENSG00000256546","ENSG00000256546",10.4333333333333
"ENSG00000256551","ENSG00000256551",0
"ENSG00000256552","ENSG00000256552",7.16666666666667
"ENSG00000256553","ENSG00000256553",0
"ENSG00000256557","ENSG00000256557",10.2
"ENSG00000256560","ENSG00000256560",0
"ENSG00000256563","ENSG00000256563",7.76666666666667
"ENSG00000256564","ENSG00000256564",31.3666666666667
"ENSG00000256566","ENSG00000256566",3.1
"ENSG00000256568","ENSG00000256568",0.0666666666666667
"ENSG00000256569","ENSG00000256569",57.3
"ENSG00000256571","ENSG00000256571",0.966666666666667
"ENSG00000256574","ENSG00000256574",3.5
"ENSG00000256576","ENSG00000256576",18.7333333333333
"ENSG00000256577","ENSG00000256577",9.73333333333333
"ENSG00000256581","ENSG00000256581",8.66666666666667
"ENSG00000256582","ENSG00000256582",0.366666666666667
"ENSG00000256588","ENSG00000256588",3.83333333333333
"ENSG00000256589","ENSG00000256589",27.6
"ENSG00000256590","ENSG00000256590",0.2
"ENSG00000256591","ENSG00000256591",242.266666666667
"ENSG00000256594","ENSG00000256594",64.4666666666667
"ENSG00000256596","ENSG00000256596",22.8
"ENSG00000256597","ENSG00000256597",5.63333333333333
"ENSG00000256603","ENSG00000256603",2.73333333333333
"ENSG00000256609","ENSG00000256609",12.5
"ENSG00000256612","ENSG00000256612",43.9333333333333
"ENSG00000256614","ENSG00000256614",0
"ENSG00000256615","ENSG00000256615",0
"ENSG00000256616","ENSG00000256616",20.6333333333333
"ENSG00000256618","ENSG00000256618",0.3
"ENSG00000256625","ENSG00000256625",10.5
"ENSG00000256626","ENSG00000256626",0
"ENSG00000256627","ENSG00000256627",0.1
"ENSG00000256628","ENSG00000256628",69.3
"ENSG00000256630","ENSG00000256630",5.63333333333333
"ENSG00000256632","ENSG00000256632",0
"ENSG00000256633","ENSG00000256633",6.7
"ENSG00000256637","ENSG00000256637",12.4666666666667
"ENSG00000256640","ENSG00000256640",3.63333333333333
"ENSG00000256642","ENSG00000256642",0.1
"ENSG00000256643","ENSG00000256643",0.0333333333333333
"ENSG00000256646","ENSG00000256646",83.2333333333333
"ENSG00000256650","ENSG00000256650",0.0333333333333333
"ENSG00000256651","ENSG00000256651",14.6666666666667
"ENSG00000256654","ENSG00000256654",110.133333333333
"ENSG00000256657","ENSG00000256657",8.8
"ENSG00000256658","ENSG00000256658",0
"ENSG00000256659","ENSG00000256659",0.0333333333333333
"ENSG00000256660","ENSG00000256660",4.16666666666667
"ENSG00000256661","ENSG00000256661",1.23333333333333
"ENSG00000256663","ENSG00000256663",5.56666666666667
"ENSG00000256664","ENSG00000256664",81.1
"ENSG00000256667","ENSG00000256667",54.3333333333333
"ENSG00000256670","ENSG00000256670",0
"ENSG00000256671","ENSG00000256671",3.2
"ENSG00000256672","ENSG00000256672",0.1
"ENSG00000256673","ENSG00000256673",2.83333333333333
"ENSG00000256674","ENSG00000256674",6.06666666666667
"ENSG00000256678","ENSG00000256678",7.96666666666667
"ENSG00000256681","ENSG00000256681",1.2
"ENSG00000256682","ENSG00000256682",57.4
"ENSG00000256683","ENSG00000256683",206.466666666667
"ENSG00000256684","ENSG00000256684",0.1
"ENSG00000256686","ENSG00000256686",0.133333333333333
"ENSG00000256690","ENSG00000256690",4.2
"ENSG00000256691","ENSG00000256691",0
"ENSG00000256694","ENSG00000256694",25.8
"ENSG00000256695","ENSG00000256695",0
"ENSG00000256699","ENSG00000256699",7.06666666666667
"ENSG00000256704","ENSG00000256704",0
"ENSG00000256705","ENSG00000256705",10.7333333333333
"ENSG00000256706","ENSG00000256706",0.2
"ENSG00000256708","ENSG00000256708",0.333333333333333
"ENSG00000256709","ENSG00000256709",0
"ENSG00000256712","ENSG00000256712",14
"ENSG00000256713","ENSG00000256713",6.86666666666667
"ENSG00000256714","ENSG00000256714",0.0666666666666667
"ENSG00000256717","ENSG00000256717",0.3
"ENSG00000256720","ENSG00000256720",10.4666666666667
"ENSG00000256721","ENSG00000256721",17
"ENSG00000256723","ENSG00000256723",3.2
"ENSG00000256732","ENSG00000256732",0.633333333333333
"ENSG00000256733","ENSG00000256733",1.46666666666667
"ENSG00000256734","ENSG00000256734",0.2
"ENSG00000256737","ENSG00000256737",0.1
"ENSG00000256739","ENSG00000256739",4.66666666666667
"ENSG00000256742","ENSG00000256742",29.1333333333333
"ENSG00000256745","ENSG00000256745",2.4
"ENSG00000256746","ENSG00000256746",5.26666666666667
"ENSG00000256747","ENSG00000256747",16.4333333333333
"ENSG00000256748","ENSG00000256748",0.433333333333333
"ENSG00000256750","ENSG00000256750",0.166666666666667
"ENSG00000256751","ENSG00000256751",43.9666666666667
"ENSG00000256752","ENSG00000256752",0.0333333333333333
"ENSG00000256756","ENSG00000256756",0.166666666666667
"ENSG00000256757","ENSG00000256757",0.0333333333333333
"ENSG00000256762","ENSG00000256762",26.1
"ENSG00000256769","ENSG00000256769",7.16666666666667
"ENSG00000256771","ENSG00000256771",507.4
"ENSG00000256774","ENSG00000256774",0.766666666666667
"ENSG00000256777","ENSG00000256777",0.0666666666666667
"ENSG00000256779","ENSG00000256779",0.433333333333333
"ENSG00000256783","ENSG00000256783",0.4
"ENSG00000256789","ENSG00000256789",2.13333333333333
"ENSG00000256797","ENSG00000256797",0.0333333333333333
"ENSG00000256799","ENSG00000256799",0.633333333333333
"ENSG00000256802","ENSG00000256802",31.0666666666667
"ENSG00000256803","ENSG00000256803",0.0666666666666667
"ENSG00000256804","ENSG00000256804",5.43333333333333
"ENSG00000256806","ENSG00000256806",61.8666666666667
"ENSG00000256810","ENSG00000256810",7.9
"ENSG00000256811","ENSG00000256811",0.0666666666666667
"ENSG00000256812","ENSG00000256812",7.53333333333333
"ENSG00000256813","ENSG00000256813",0
"ENSG00000256814","ENSG00000256814",0.0666666666666667
"ENSG00000256817","ENSG00000256817",6.5
"ENSG00000256824","ENSG00000256824",45.6
"ENSG00000256825","ENSG00000256825",0.166666666666667
"ENSG00000256826","ENSG00000256826",1.03333333333333
"ENSG00000256827","ENSG00000256827",10.1
"ENSG00000256835","ENSG00000256835",0.0666666666666667
"ENSG00000256837","ENSG00000256837",1.73333333333333
"ENSG00000256843","ENSG00000256843",0
"ENSG00000256844","ENSG00000256844",0.1
"ENSG00000256847","ENSG00000256847",14.9
"ENSG00000256849","ENSG00000256849",4.6
"ENSG00000256851","ENSG00000256851",0.0333333333333333
"ENSG00000256852","ENSG00000256852",0.5
"ENSG00000256861","ENSG00000256861",1.86666666666667
"ENSG00000256862","ENSG00000256862",18.8
"ENSG00000256863","ENSG00000256863",5.2
"ENSG00000256870","ENSG00000256870",12.8333333333333
"ENSG00000256875","ENSG00000256875",0.1
"ENSG00000256879","ENSG00000256879",2.36666666666667
"ENSG00000256884","ENSG00000256884",1.1
"ENSG00000256888","ENSG00000256888",2
"ENSG00000256892","ENSG00000256892",0
"ENSG00000256894","ENSG00000256894",21.6333333333333
"ENSG00000256896","ENSG00000256896",0.166666666666667
"ENSG00000256897","ENSG00000256897",4.73333333333333
"ENSG00000256898","ENSG00000256898",1.56666666666667
"ENSG00000256902","ENSG00000256902",5.56666666666667
"ENSG00000256904","ENSG00000256904",0.233333333333333
"ENSG00000256906","ENSG00000256906",0.366666666666667
"ENSG00000256912","ENSG00000256912",0.466666666666667
"ENSG00000256913","ENSG00000256913",4.46666666666667
"ENSG00000256915","ENSG00000256915",0
"ENSG00000256916","ENSG00000256916",0
"ENSG00000256917","ENSG00000256917",0
"ENSG00000256923","ENSG00000256923",0.2
"ENSG00000256925","ENSG00000256925",73.1333333333333
"ENSG00000256928","ENSG00000256928",0.266666666666667
"ENSG00000256937","ENSG00000256937",17.3
"ENSG00000256940","ENSG00000256940",3.36666666666667
"ENSG00000256943","ENSG00000256943",17.1333333333333
"ENSG00000256944","ENSG00000256944",0.0666666666666667
"ENSG00000256947","ENSG00000256947",2.46666666666667
"ENSG00000256948","ENSG00000256948",3.86666666666667
"ENSG00000256950","ENSG00000256950",14.5
"ENSG00000256951","ENSG00000256951",0
"ENSG00000256955","ENSG00000256955",5.23333333333333
"ENSG00000256963","ENSG00000256963",0
"ENSG00000256966","ENSG00000256966",3.2
"ENSG00000256967","ENSG00000256967",11.9
"ENSG00000256968","ENSG00000256968",0.133333333333333
"ENSG00000256969","ENSG00000256969",0.0333333333333333
"ENSG00000256971","ENSG00000256971",2.73333333333333
"ENSG00000256972","ENSG00000256972",1.76666666666667
"ENSG00000256973","ENSG00000256973",42.8666666666667
"ENSG00000256975","ENSG00000256975",2.7
"ENSG00000256977","ENSG00000256977",4.66666666666667
"ENSG00000256980","ENSG00000256980",4
"ENSG00000256981","ENSG00000256981",56.5666666666667
"ENSG00000256982","ENSG00000256982",75.6666666666667
"ENSG00000256984","ENSG00000256984",0.633333333333333
"ENSG00000256986","ENSG00000256986",0.0333333333333333
