"","row","gene_id","percent_GC","length"
"58686",58686,"ENSG00000091732",44.44,33114
"39237",39237,"ENSG00000091831",39.66,472928
"14371",14371,"ENSG00000091844",37.44,126823
"30231",30231,"ENSG00000091879",40.71,63777
"31207",31207,"ENSG00000091947",49.94,12758
"80103",80103,"ENSG00000091972",38.87,30946
"72414",72414,"ENSG00000091986",40.28,52733
"23213",23213,"ENSG00000092009",51.56,2912
"16302",16302,"ENSG00000092010",57.43,2804
"40715",40715,"ENSG00000092020",42.2,37050
"26805",26805,"ENSG00000092036",45.59,10933
"36714",36714,"ENSG00000092051",56.66,10752
"48482",48482,"ENSG00000092054",53.05,22920
"42983",42983,"ENSG00000092067",59.83,3220
"39064",39064,"ENSG00000092068",47.13,58379
"12772",12772,"ENSG00000092094",45.08,8688
"42966",42966,"ENSG00000092096",57.87,6598
"44406",44406,"ENSG00000092098",52.92,13977
"23535",23535,"ENSG00000092108",36.13,115403
"23427",23427,"ENSG00000092140",35.46,60906
"41935",41935,"ENSG00000092148",39.35,107687
"39270",39270,"ENSG00000092199",39.78,60358
"25013",25013,"ENSG00000092200",44.47,71218
"13483",13483,"ENSG00000092201",40.35,32543
"24750",24750,"ENSG00000092203",43.81,22578
"29606",29606,"ENSG00000092208",39.61,22688
"17789",17789,"ENSG00000092295",54.94,15318
"44379",44379,"ENSG00000092330",51.19,4377
"74550",74550,"ENSG00000092345",39.13,83514
"642",642,"ENSG00000092377",43.32,191284
"26345",26345,"ENSG00000092421",40.55,131268
"18009",18009,"ENSG00000092439",38.89,134324
"25618",25618,"ENSG00000092445",53.18,25914
"12662",12662,"ENSG00000092470",41.85,41432
"46875",46875,"ENSG00000092529",46.78,53451
"41612",41612,"ENSG00000092531",42.25,54123
"82453",82453,"ENSG00000092607",41.12,106510
"36012",36012,"ENSG00000092621",43.78,95807
"9638",9638,"ENSG00000092758",61.84,24915
"39219",39219,"ENSG00000092820",46.15,53627
"44067",44067,"ENSG00000092841",51.25,5150
"78101",78101,"ENSG00000092847",44.84,60724
"59072",59072,"ENSG00000092850",58.32,4181
"9751",9751,"ENSG00000092853",42.79,49760
"32215",32215,"ENSG00000092871",43.34,83329
"49875",49875,"ENSG00000092929",59.7,17560
"41525",41525,"ENSG00000092931",44.16,45584
"3184",3184,"ENSG00000092964",44.97,144147
"23846",23846,"ENSG00000092969",42.03,99283
"22697",22697,"ENSG00000092978",36.36,204098
"27311",27311,"ENSG00000093000",43.51,24092
"5098",5098,"ENSG00000093009",48.03,41155
"4427",4427,"ENSG00000093010",53.46,28604
"19421",19421,"ENSG00000093072",48.88,79445
"3522",3522,"ENSG00000093100",53.69,23845
"57438",57438,"ENSG00000093134",37.78,11766
"47130",47130,"ENSG00000093144",36,54897
"74297",74297,"ENSG00000093167",38.6,131063
"40625",40625,"ENSG00000093183",43.29,53111
"6216",6216,"ENSG00000093217",44.83,74588
"34744",34744,"ENSG00000094631",50.55,23605
"37356",37356,"ENSG00000094661",47.83,10759
"53605",53605,"ENSG00000094755",45.34,50697
"34109",34109,"ENSG00000094796",49.85,3887
"75628",75628,"ENSG00000094804",43.52,16778
"4774",4774,"ENSG00000094841",39.9,148497
"31732",31732,"ENSG00000094880",41.22,25693
"37085",37085,"ENSG00000094914",49.39,17408
"37365",37365,"ENSG00000094916",42.96,49191
"60423",60423,"ENSG00000094963",38.85,27437
"80793",80793,"ENSG00000094975",36.42,79484
"79480",79480,"ENSG00000095002",45.38,260079
"40839",40839,"ENSG00000095015",38.08,80603
"43022",43022,"ENSG00000095059",54.72,6163
"29275",29275,"ENSG00000095066",53.64,109737
"60503",60503,"ENSG00000095110",37.37,40947
"48355",48355,"ENSG00000095139",42.33,30643
"46039",46039,"ENSG00000095203",45.23,149085
"4690",4690,"ENSG00000095209",37.53,82088
"20634",20634,"ENSG00000095261",40.53,27455
"30396",30396,"ENSG00000095303",50.08,25173
"25324",25324,"ENSG00000095319",46.07,59397
"25372",25372,"ENSG00000095321",58.61,17047
"9551",9551,"ENSG00000095370",53.99,40393
"38892",38892,"ENSG00000095380",46.23,26345
"38922",38922,"ENSG00000095383",48.96,56638
"49465",49465,"ENSG00000095397",48.36,103395
"14655",14655,"ENSG00000095464",41.18,53473
"45494",45494,"ENSG00000095485",42.57,35382
"35515",35515,"ENSG00000095539",52.9,16367
"29068",29068,"ENSG00000095564",37.3,107667
"48796",48796,"ENSG00000095574",38.31,18005
"32441",32441,"ENSG00000095585",42.63,82416
"5867",5867,"ENSG00000095587",46.43,149318
"8101",8101,"ENSG00000095596",52.98,4410
"31813",31813,"ENSG00000095627",39.01,53396
"43992",43992,"ENSG00000095637",44.47,249643
"45108",45108,"ENSG00000095713",48.15,165828
"22567",22567,"ENSG00000095739",46.04,5422
"18869",18869,"ENSG00000095752",60.84,6081
"3704",3704,"ENSG00000095777",37.6,278303
"42127",42127,"ENSG00000095787",37.79,90619
"60386",60386,"ENSG00000095794",39.22,86167
"20847",20847,"ENSG00000095906",62.16,6254
"56498",56498,"ENSG00000095917",65.97,2949
"68601",68601,"ENSG00000095932",55.15,6539
"60850",60850,"ENSG00000095951",39.37,156237
"62775",62775,"ENSG00000095970",54.22,4680
"21155",21155,"ENSG00000095981",54.72,8270
"25882",25882,"ENSG00000096006",34.47,17061
"21851",21851,"ENSG00000096060",41.97,154998
"42721",42721,"ENSG00000096063",40.48,88376
"26898",26898,"ENSG00000096070",47.04,36046
"26022",26022,"ENSG00000096080",49.08,16589
"24440",24440,"ENSG00000096088",50.66,17398
"45365",45365,"ENSG00000096092",41.72,15475
"10366",10366,"ENSG00000096093",41.58,167763
"22171",22171,"ENSG00000096264",47.16,15281
"70782",70782,"ENSG00000096384",49.1,7722
"47374",47374,"ENSG00000096395",54.75,9330
"56021",56021,"ENSG00000096401",38.46,62719
"55762",55762,"ENSG00000096433",55.13,76209
"39618",39618,"ENSG00000096654",38.79,22375
"60559",60559,"ENSG00000096696",42.54,45391
"25107",25107,"ENSG00000096717",40.88,33734
"26308",26308,"ENSG00000096746",39.82,12019
"21395",21395,"ENSG00000096872",37.42,119095
"12919",12919,"ENSG00000096968",37.57,145558
"21798",21798,"ENSG00000096996",51.1,39949
"42137",42137,"ENSG00000097007",44.57,174632
"80439",80439,"ENSG00000097021",53.97,129498
"79565",79565,"ENSG00000097033",36.11,43614
"25942",25942,"ENSG00000097046",36.66,24913
"73793",73793,"ENSG00000097096",36.93,44835
"44562",44562,"ENSG00000099139",40.15,472331
"45667",45667,"ENSG00000099194",46.86,17593
"31197",31197,"ENSG00000099203",56.75,4251
"58769",58769,"ENSG00000099204",42.03,336951
"33123",33123,"ENSG00000099219",40.53,129705
"50442",50442,"ENSG00000099246",36.57,40943
"4187",4187,"ENSG00000099250",41.34,158770
"40840",40840,"ENSG00000099251",39.11,21652
"3827",3827,"ENSG00000099256",41.87,103992
"68884",68884,"ENSG00000099260",37.49,48428
"17204",17204,"ENSG00000099282",51.45,56201
"18651",18651,"ENSG00000099284",45.85,59738
"12799",12799,"ENSG00000099290",42.59,65621
"56927",56927,"ENSG00000099308",54.88,53914
"67704",67704,"ENSG00000099326",55.33,11644
"72284",72284,"ENSG00000099330",58.66,3006
"39271",39271,"ENSG00000099331",52.36,138760
"44274",44274,"ENSG00000099337",52.87,12231
"63210",63210,"ENSG00000099338",53.1,35168
"53642",53642,"ENSG00000099341",53.59,9287
"32201",32201,"ENSG00000099364",55.33,25728
"9569",9569,"ENSG00000099365",55.21,21382
"9554",9554,"ENSG00000099377",60.62,3940
"54262",54262,"ENSG00000099381",55.71,27370
"32218",32218,"ENSG00000099385",48.75,60676
"23717",23717,"ENSG00000099399",49.11,4526
"55798",55798,"ENSG00000099617",63.78,15558
"73303",73303,"ENSG00000099622",62.55,15496
"38800",38800,"ENSG00000099624",62.95,3079
"46886",46886,"ENSG00000099625",70.01,9740
"735",735,"ENSG00000099715",35.66,741998
"634",634,"ENSG00000099721",41.49,45834
"839",839,"ENSG00000099725",44.4,97555
"20963",20963,"ENSG00000099769",68.39,4558
"62481",62481,"ENSG00000099783",46.68,44347
"37087",37087,"ENSG00000099785",51.12,25747
"26720",26720,"ENSG00000099795",57.47,5988
"26436",26436,"ENSG00000099797",53.54,48895
"26273",26273,"ENSG00000099800",63.97,1961
"30646",30646,"ENSG00000099804",64.64,10332
"60568",60568,"ENSG00000099810",40.07,135015
"3612",3612,"ENSG00000099812",56.63,13206
"48784",48784,"ENSG00000099814",64.32,31479
"59891",59891,"ENSG00000099817",61.47,8806
"44467",44467,"ENSG00000099821",61.1,16316
"44461",44461,"ENSG00000099822",63.15,27278
"27850",27850,"ENSG00000099834",63.08,9501
"73947",73947,"ENSG00000099840",66.13,3164
"27398",27398,"ENSG00000099849",69.11,3621
"68304",68304,"ENSG00000099860",60.13,2683
"3769",3769,"ENSG00000099864",59.66,39394
"33610",33610,"ENSG00000099866",60.88,16167
"59674",59674,"ENSG00000099869",57.48,8165
"73128",73128,"ENSG00000099875",64.23,13779
"4486",4486,"ENSG00000099889",58.04,46927
"23499",23499,"ENSG00000099899",63.28,5517
"28534",28534,"ENSG00000099901",57.68,11417
"4794",4794,"ENSG00000099904",63.57,18551
"7778",7778,"ENSG00000099910",49.08,54325
"1670",1670,"ENSG00000099917",50.5,91719
"12168",12168,"ENSG00000099937",46.49,13607
"12194",12194,"ENSG00000099940",48.84,32207
"12214",12214,"ENSG00000099942",45.77,36340
"22996",22996,"ENSG00000099949",58.23,16763
"20410",20410,"ENSG00000099953",57.83,16090
"12494",12494,"ENSG00000099954",44.03,198202
"23258",23258,"ENSG00000099956",51.42,51078
"18584",18584,"ENSG00000099957",56.14,18205
"9780",9780,"ENSG00000099958",61.13,4625
"23993",23993,"ENSG00000099960",62.43,4122
"36717",36717,"ENSG00000099968",42.8,102000
"7919",7919,"ENSG00000099974",51.49,5668
"23492",23492,"ENSG00000099977",54.25,9983
"23221",23221,"ENSG00000099984",57.52,3857
"1725",1725,"ENSG00000099985",60.33,4022
"7932",7932,"ENSG00000099991",50.24,167436
"8826",8826,"ENSG00000099992",52.41,34957
"9842",9842,"ENSG00000099994",64.06,7619
"8980",8980,"ENSG00000099995",49.02,24931
"19322",19322,"ENSG00000099998",52.05,25454
"9106",9106,"ENSG00000099999",53.32,52960
"9125",9125,"ENSG00000100003",50.37,28362
"9314",9314,"ENSG00000100012",48.07,24058
"2406",2406,"ENSG00000100014",42.29,146922
"7581",7581,"ENSG00000100023",54.06,34015
"2436",2436,"ENSG00000100024",49.88,34283
"7695",7695,"ENSG00000100027",49.27,38258
"2443",2443,"ENSG00000100028",45.46,26094
"9572",9572,"ENSG00000100029",50.48,30458
"2569",2569,"ENSG00000100030",43.44,108023
"2483",2483,"ENSG00000100031",53.35,34194
"12036",12036,"ENSG00000100033",58.95,23776
"13764",13764,"ENSG00000100034",55.32,33423
"20974",20974,"ENSG00000100036",50.88,33235
"13838",13838,"ENSG00000100038",54.98,25788
"14856",14856,"ENSG00000100053",52.09,7501
"32370",32370,"ENSG00000100055",55.44,33314
"10386",10386,"ENSG00000100056",55.92,14405
"23883",23883,"ENSG00000100058",51.18,3969
"22393",22393,"ENSG00000100060",56.66,17330
"22408",22408,"ENSG00000100065",57.09,29180
"23768",23768,"ENSG00000100068",54.68,53662
"10476",10476,"ENSG00000100075",67.08,3158
"14945",14945,"ENSG00000100077",40.6,164619
"25150",25150,"ENSG00000100078",56.98,5701
"22504",22504,"ENSG00000100079",50.79,12368
"32013",32013,"ENSG00000100083",56.62,25090
"4886",4886,"ENSG00000100084",46.11,116752
"21778",21778,"ENSG00000100092",57.36,21463
"30944",30944,"ENSG00000100095",44.57,214135
"21864",21864,"ENSG00000100097",56.68,4166
"21205",21205,"ENSG00000100099",46.91,40824
"29789",29789,"ENSG00000100100",51.26,10940
"21942",21942,"ENSG00000100101",54.07,40089
"2341",2341,"ENSG00000100104",45.15,10781
"30433",30433,"ENSG00000100105",52.93,20542
"2009",2009,"ENSG00000100106",54.36,79508
"2342",2342,"ENSG00000100109",44.89,21280
"10914",10914,"ENSG00000100116",54.21,9271
"20187",20187,"ENSG00000100121",58.75,3284
"2364",2364,"ENSG00000100122",48.38,18749
"2252",2252,"ENSG00000100124",50.74,18472
"10979",10979,"ENSG00000100129",46,40539
"4360",4360,"ENSG00000100138",46.8,16571
"11234",11234,"ENSG00000100139",55.92,37165
"7365",7365,"ENSG00000100142",53.44,89308
"20696",20696,"ENSG00000100146",57.55,16736
"36674",36674,"ENSG00000100147",49.36,31493
"25334",25334,"ENSG00000100150",45.28,154166
"7440",7440,"ENSG00000100151",54.9,19390
"15785",15785,"ENSG00000100154",39.91,701826
"18730",18730,"ENSG00000100156",62.47,6050
"32798",32798,"ENSG00000100162",55.38,19638
"25270",25270,"ENSG00000100167",52.3,28778
"27097",27097,"ENSG00000100170",43.15,69768
"32647",32647,"ENSG00000100181",33.69,1700
"7086",7086,"ENSG00000100191",41.71,36883
"22250",22250,"ENSG00000100196",49.55,15369
"28440",28440,"ENSG00000100197",62.72,4366
"22289",22289,"ENSG00000100201",43.03,24222
"14979",14979,"ENSG00000100206",42.02,51256
"12273",12273,"ENSG00000100207",49.75,183603
"4392",4392,"ENSG00000100209",46.7,15476
"18892",18892,"ENSG00000100211",47.17,17218
"10039",10039,"ENSG00000100216",48.69,3464
"10772",10772,"ENSG00000100218",55.52,85606
"28958",28958,"ENSG00000100219",44.93,6042
"2334",2334,"ENSG00000100220",41.29,24666
"14388",14388,"ENSG00000100221",47.81,16013
"27158",27158,"ENSG00000100225",38.81,24153
"20281",20281,"ENSG00000100226",51.11,32557
"19641",19641,"ENSG00000100227",49.1,31241
"13652",13652,"ENSG00000100228",55.37,20297
"27230",27230,"ENSG00000100234",47.17,61336
"2082",2082,"ENSG00000100239",51.13,101786
"16035",16035,"ENSG00000100241",60.64,40704
"18336",18336,"ENSG00000100242",54.74,60853
"17486",17486,"ENSG00000100243",52.93,105140
"3040",3040,"ENSG00000100246",51.3,15690
"13753",13753,"ENSG00000100249",46.93,3159
"15951",15951,"ENSG00000100253",63.88,3864
"12798",12798,"ENSG00000100258",67.14,4753
"8303",8303,"ENSG00000100263",55.98,8337
"31369",31369,"ENSG00000100266",48.59,179737
"31476",31476,"ENSG00000100271",51.27,49903
"8360",8360,"ENSG00000100276",60.13,6746
"11936",11936,"ENSG00000100280",51.4,60903
"6729",6729,"ENSG00000100281",41.49,38355
"9874",9874,"ENSG00000100284",53.52,48717
"8373",8373,"ENSG00000100285",52.84,11172
"13241",13241,"ENSG00000100288",50.64,22496
"31547",31547,"ENSG00000100290",54.79,18962
"6926",6926,"ENSG00000100292",51.11,13853
"31553",31553,"ENSG00000100294",52.52,11189
"8376",8376,"ENSG00000100296",47.17,49337
"6807",6807,"ENSG00000100297",52.45,25297
"7217",7217,"ENSG00000100298",53.45,6843
"13453",13453,"ENSG00000100299",61.2,5419
"2264",2264,"ENSG00000100300",57.74,11695
"14685",14685,"ENSG00000100302",55.59,13168
"31558",31558,"ENSG00000100304",58.3,20512
"1783",1783,"ENSG00000100307",54.25,32513
"2233",2233,"ENSG00000100311",58.15,21623
"3532",3532,"ENSG00000100312",55.46,7143
"8700",8700,"ENSG00000100314",62.96,11830
"1901",1901,"ENSG00000100316",53.41,7507
"8711",8711,"ENSG00000100319",52.77,36055
"18926",18926,"ENSG00000100320",39.37,290088
"2216",2216,"ENSG00000100321",55.76,35650
"3112",3112,"ENSG00000100324",51.35,37282
"20468",20468,"ENSG00000100325",48.94,49695
"2575",2575,"ENSG00000100330",40.64,147699
"3135",3135,"ENSG00000100335",49.85,18700
"12317",12317,"ENSG00000100336",49.11,15716
"14562",14562,"ENSG00000100341",57.39,12335
"22590",22590,"ENSG00000100342",49.99,14459
"1788",1788,"ENSG00000100344",49.36,40696
"14591",14591,"ENSG00000100345",52.37,106730
"1738",1738,"ENSG00000100346",56.05,118982
"1969",1969,"ENSG00000100347",47.17,55089
"17798",17798,"ENSG00000100348",51.29,14594
"17843",17843,"ENSG00000100350",52.87,20031
"19880",19880,"ENSG00000100351",44.48,72637
"18007",18007,"ENSG00000100353",46.83,18329
"29695",29695,"ENSG00000100354",42.15,290991
"2843",2843,"ENSG00000100359",47.84,39698
"31241",31241,"ENSG00000100360",51.18,18054
"2212",2212,"ENSG00000100362",51.49,18795
"24490",24490,"ENSG00000100364",54.64,48650
"1733",1733,"ENSG00000100365",53.4,17029
"14895",14895,"ENSG00000100368",51.95,26811
"30219",30219,"ENSG00000100372",41.77,49769
"24538",24538,"ENSG00000100373",55.02,10925
"24551",24551,"ENSG00000100376",49.58,32987
"15859",15859,"ENSG00000100379",60.2,11651
"30298",30298,"ENSG00000100380",38.21,32104
"35658",35658,"ENSG00000100385",53.89,56452
"23225",23225,"ENSG00000100387",44.92,21962
"32285",32285,"ENSG00000100393",42.04,87567
"20579",20579,"ENSG00000100395",52.38,25989
"20683",20683,"ENSG00000100399",58.1,11421
"23570",23570,"ENSG00000100401",53.25,41408
"4001",4001,"ENSG00000100403",54.29,58622
"4026",4026,"ENSG00000100410",46.22,8975
"11388",11388,"ENSG00000100412",49.69,81443
"4043",4043,"ENSG00000100413",55.14,18807
"3558",3558,"ENSG00000100416",52.44,26465
"4111",4111,"ENSG00000100417",54.81,12971
"4160",4160,"ENSG00000100418",46.9,23015
"2063",2063,"ENSG00000100422",51.43,53842
"35927",35927,"ENSG00000100425",54.21,54595
"35724",35724,"ENSG00000100426",47.19,43539
"10082",10082,"ENSG00000100427",55.49,26035
"29463",29463,"ENSG00000100429",64.5,6222
"45578",45578,"ENSG00000100433",43.94,146804
"39833",39833,"ENSG00000100439",48.34,14673
"23160",23160,"ENSG00000100441",52.18,12557
"43083",43083,"ENSG00000100442",40.63,19720
"29713",29713,"ENSG00000100445",53.54,3139
"23260",23260,"ENSG00000100448",53.71,2732
"23230",23230,"ENSG00000100450",52.14,3219
"35440",35440,"ENSG00000100453",52.9,3313
"8142",8142,"ENSG00000100461",45.96,25978
"8572",8572,"ENSG00000100462",47.51,8883
"29331",29331,"ENSG00000100473",39.92,20551
"48568",48568,"ENSG00000100478",41.95,105890
"44747",44747,"ENSG00000100479",41.33,44867
"24868",24868,"ENSG00000100483",39.75,7968
"24900",24900,"ENSG00000100485",38.28,114448
"25000",25000,"ENSG00000100490",42.91,90196
"46746",46746,"ENSG00000100503",41.16,111399
"10355",10355,"ENSG00000100504",42.37,86592
"30139",30139,"ENSG00000100505",40.47,120799
"55123",55123,"ENSG00000100519",37.88,21412
"48025",48025,"ENSG00000100522",37.87,16475
"48078",48078,"ENSG00000100523",38.27,116578
"31551",31551,"ENSG00000100526",40.35,23369
"11280",11280,"ENSG00000100528",38.2,17830
"43378",43378,"ENSG00000100532",37.45,29480
"22644",22644,"ENSG00000100554",38.54,65894
"21076",21076,"ENSG00000100557",39.97,24567
"21968",21968,"ENSG00000100558",47.4,25183
"22485",22485,"ENSG00000100564",43.92,18331
"31364",31364,"ENSG00000100565",47.2,43932
"19607",19607,"ENSG00000100567",40.28,27169
"22514",22514,"ENSG00000100568",42.96,27735
"19938",19938,"ENSG00000100575",40.88,19036
"28826",28826,"ENSG00000100577",54.28,10601
"20084",20084,"ENSG00000100578",37.04,123912
"28928",28928,"ENSG00000100580",41.15,42065
"41868",41868,"ENSG00000100583",44.54,15474
"41129",41129,"ENSG00000100591",46.04,11602
"21028",21028,"ENSG00000100592",39.75,182759
"41169",41169,"ENSG00000100593",52.71,24422
"41188",41188,"ENSG00000100596",41.31,110640
"48806",48806,"ENSG00000100599",49.34,175213
"6085",6085,"ENSG00000100600",47.28,44872
"10181",10181,"ENSG00000100601",42.35,35619
"12101",12101,"ENSG00000100603",41.12,43608
"9818",9818,"ENSG00000100604",56.29,12135
"9875",9875,"ENSG00000100605",53.85,179406
"3201",3201,"ENSG00000100612",39.65,25737
"3183",3183,"ENSG00000100614",36.08,53335
"3168",3168,"ENSG00000100625",44.08,14812
"41223",41223,"ENSG00000100626",48.62,97756
"30571",30571,"ENSG00000100628",52.44,42573
"4985",4985,"ENSG00000100629",36.62,482534
"41297",41297,"ENSG00000100632",40.2,18171
"30177",30177,"ENSG00000100644",37.25,52746
"3571",3571,"ENSG00000100647",44.82,103548
"4067",4067,"ENSG00000100650",43.68,45105
"46125",46125,"ENSG00000100652",43.06,21825
"47340",47340,"ENSG00000100664",44.94,11481
"11063",11063,"ENSG00000100665",47.47,8471
"46213",46213,"ENSG00000100678",43.6,145265
"43733",43733,"ENSG00000100697",38,71782
"20948",20948,"ENSG00000100711",56.98,17938
"43637",43637,"ENSG00000100714",43.75,75426
"9775",9775,"ENSG00000100721",50.16,4249
"14038",14038,"ENSG00000100722",40.17,64626
"48068",48068,"ENSG00000100726",63.09,17113
"3230",3230,"ENSG00000100731",36.87,207977
"56542",56542,"ENSG00000100739",46.82,12757
"7030",7030,"ENSG00000100744",38.94,23836
"47478",47478,"ENSG00000100749",40.26,157542
"5462",5462,"ENSG00000100764",44.78,18902
"44017",44017,"ENSG00000100767",55.23,37143
"5648",5648,"ENSG00000100784",38.79,212780
"26292",26292,"ENSG00000100796",40.01,53046
"8975",8975,"ENSG00000100802",45.67,24272
"9146",9146,"ENSG00000100804",46.64,18687
"46079",46079,"ENSG00000100811",45.56,44490
"28382",28382,"ENSG00000100813",45.36,37050
"47845",47845,"ENSG00000100814",39.52,21944
"24675",24675,"ENSG00000100815",37.97,74905
"12863",12863,"ENSG00000100823",47.06,2581
"29685",29685,"ENSG00000100836",50.18,4706
"9210",9210,"ENSG00000100842",54.29,9349
"31729",31729,"ENSG00000100852",36.95,83614
"48997",48997,"ENSG00000100865",46.49,21814
"11979",11979,"ENSG00000100867",49.5,15524
"22750",22750,"ENSG00000100883",39.06,47729
"30414",30414,"ENSG00000100884",58.07,7263
"18945",18945,"ENSG00000100888",42.52,70932
"15769",15769,"ENSG00000100889",49.2,16545
"40822",40822,"ENSG00000100890",40.29,155776
"15955",15955,"ENSG00000100897",50.99,11047
"40898",40898,"ENSG00000100902",42.27,38860
"44116",44116,"ENSG00000100906",55.82,3670
"16440",16440,"ENSG00000100908",53.51,2632
"16495",16495,"ENSG00000100911",52.29,4208
"25990",25990,"ENSG00000100916",38.93,105987
"30354",30354,"ENSG00000100918",55.21,8404
"17517",17517,"ENSG00000100926",50.99,6538
"25325",25325,"ENSG00000100934",38.8,77727
"36802",36802,"ENSG00000100938",46.62,6820
"25397",25397,"ENSG00000100941",40.64,8037
"26091",26091,"ENSG00000100949",57.69,6073
"17978",17978,"ENSG00000100968",56.84,13931
"6027",6027,"ENSG00000100979",51.86,13534
"6179",6179,"ENSG00000100982",53.8,13340
"23210",23210,"ENSG00000100983",46.44,27595
"6239",6239,"ENSG00000100985",56.94,7653
"37429",37429,"ENSG00000100987",46.34,11256
"23471",23471,"ENSG00000100991",42.92,90403
"25009",25009,"ENSG00000100994",52.16,49927
"25051",25051,"ENSG00000100997",47.38,96093
"4657",4657,"ENSG00000101000",42.85,44168
"25336",25336,"ENSG00000101003",42.37,61692
"29303",29303,"ENSG00000101004",49,133937
"24086",24086,"ENSG00000101017",49.2,11592
"29366",29366,"ENSG00000101019",43,109465
"37832",37832,"ENSG00000101040",46.13,147675
"20680",20680,"ENSG00000101049",49.23,29269
"3901",3901,"ENSG00000101052",44.5,56362
"3905",3905,"ENSG00000101057",49.88,49476
"4199",4199,"ENSG00000101074",48.32,14195
"28875",28875,"ENSG00000101076",48.23,77146
"2596",2596,"ENSG00000101079",44.5,94324
"4992",4992,"ENSG00000101082",50.42,33878
"19729",19729,"ENSG00000101084",49.02,6778
"2651",2651,"ENSG00000101096",47.94,175874
"31675",31675,"ENSG00000101098",49.67,58738
"26196",26196,"ENSG00000101104",47.22,48975
"33333",33333,"ENSG00000101109",38.54,117720
"2568",2568,"ENSG00000101115",48.04,20190
"27659",27659,"ENSG00000101126",41.67,42521
"31583",31583,"ENSG00000101132",41.79,20131
"2547",2547,"ENSG00000101134",39.92,175576
"12146",12146,"ENSG00000101138",41.14,13991
"32322",32322,"ENSG00000101144",49.99,97888
"25723",25723,"ENSG00000101146",44.53,27988
"28018",28018,"ENSG00000101150",54.36,26317
"28242",28242,"ENSG00000101152",51.41,40905
"3457",3457,"ENSG00000101158",48.57,13925
"7128",7128,"ENSG00000101160",53.07,22552
"23123",23123,"ENSG00000101161",50.53,51968
"3589",3589,"ENSG00000101162",44.08,7225
"3623",3623,"ENSG00000101166",40.51,9664
"19476",19476,"ENSG00000101180",66.1,5318
"13396",13396,"ENSG00000101181",49.97,20540
"2429",2429,"ENSG00000101182",52.27,6707
"9560",9560,"ENSG00000101187",58.19,43282
"9578",9578,"ENSG00000101188",55.17,53935
"9592",9592,"ENSG00000101189",59.24,5256
"9799",9799,"ENSG00000101190",48.85,20817
"9833",9833,"ENSG00000101191",49.19,60214
"2446",2446,"ENSG00000101193",48.76,10328
"2419",2419,"ENSG00000101194",61.28,16878
"4221",4221,"ENSG00000101197",64.27,4612
"4255",4255,"ENSG00000101198",59.79,31910
"4284",4284,"ENSG00000101199",59.73,17005
"5034",5034,"ENSG00000101200",67.96,2168
"21272",21272,"ENSG00000101203",59.5,41665
"4497",4497,"ENSG00000101204",63.44,35178
"40636",40636,"ENSG00000101210",62.16,21751
"4544",4544,"ENSG00000101213",61.64,9375
"14015",14015,"ENSG00000101216",53.45,39499
"10047",10047,"ENSG00000101220",55.81,14273
"10123",10123,"ENSG00000101222",57.54,3944
"31807",31807,"ENSG00000101224",53.03,19349
"1899",1899,"ENSG00000101230",44.2,79377
"12850",12850,"ENSG00000101236",40.49,88249
"14133",14133,"ENSG00000101246",62.43,9383
"12387",12387,"ENSG00000101247",39.86,36573
"28313",28313,"ENSG00000101251",40.67,147196
"31484",31484,"ENSG00000101255",50.47,34724
"7347",7347,"ENSG00000101265",49.01,43585
"10584",10584,"ENSG00000101266",41.35,71337
"11580",11580,"ENSG00000101276",51.37,15935
"36778",36778,"ENSG00000101278",54.99,530
"1811",1811,"ENSG00000101280",50.62,46434
"1805",1805,"ENSG00000101282",50.89,43859
"6846",6846,"ENSG00000101290",44.8,71008
"6902",6902,"ENSG00000101292",46.21,17736
"32873",32873,"ENSG00000101294",49.84,63495
"5782",5782,"ENSG00000101298",50.5,43048
"5419",5419,"ENSG00000101306",54.43,15381
"3937",3937,"ENSG00000101307",43.93,58676
"25381",25381,"ENSG00000101310",42.97,53895
"27306",27306,"ENSG00000101311",42.6,48369
"29502",29502,"ENSG00000101323",37.89,57473
"31741",31741,"ENSG00000101327",48.91,15528
"4601",4601,"ENSG00000101331",50.16,21742
"16463",16463,"ENSG00000101333",39.29,436768
"4955",4955,"ENSG00000101335",58.6,9950
"13001",13001,"ENSG00000101336",48.11,49659
"25907",25907,"ENSG00000101337",47.43,57544
"3824",3824,"ENSG00000101342",50.21,18114
"12689",12689,"ENSG00000101343",39.08,21678
"28692",28692,"ENSG00000101346",47.69,30803
"13650",13650,"ENSG00000101347",43.83,61664
"7074",7074,"ENSG00000101349",39.34,301706
"25955",25955,"ENSG00000101350",43.82,57360
"38942",38942,"ENSG00000101353",45.33,78362
"33124",33124,"ENSG00000101361",52.9,5800
"14881",14881,"ENSG00000101363",47.36,27611
"33280",33280,"ENSG00000101365",51.38,5826
"4644",4644,"ENSG00000101367",44.38,30451
"31968",31968,"ENSG00000101384",47.45,36315
"24669",24669,"ENSG00000101391",44.4,42722
"24783",24783,"ENSG00000101400",50.31,35806
"5031",5031,"ENSG00000101405",71.94,897
"32118",32118,"ENSG00000101407",43.33,50454
"6645",6645,"ENSG00000101412",55.49,10908
"32151",32151,"ENSG00000101413",42.34,94055
"6671",6671,"ENSG00000101417",49.46,17561
"6710",6710,"ENSG00000101421",46.39,43018
"32203",32203,"ENSG00000101425",47.35,77364
